sentiment,review_body,product_category
0,This design looks really sharp on the image  but in reality this jacket felt more like a jacket you would get at forever xxi.  the fabric had that polyester/shiny quality to it that made it look cheap.  since the fabric was pretty soft  with a gray jersey lining  it felt more like a padded jacket than a constructed blazer.      i also thought the cut was small if you have a bust larger than a b  i felt like i was busting out of a size 8  and i am a 34d.,Jackets
1,Got this poncho for christmas and loved it the moment i got it out of the box!! great quality and looks great cant go wrong with this purchase.,Jackets
1,Just bought this weekend and had to size down. i'm usually a small in jackets and went with the xs. retailer has had this style for the last few years and i've missed out so finally was able to buy before they sold out!! well worth the price point. i think it will be a very versatile jacket. for sizing reference i'm 5'7 and 135lbs.,Jackets
1,Don't be put off by the sparkle! this jacket is amazing. lovely detail with the print on print with the sequined patches. i love this retailer in house brand  elevenses. i take a medium in this brand( 8/10) and the medium fits full with room like a bomber style would offer. i had tried a small in my local store and it was not a small -small so if you want a tighter fit then go for a small. but i like thinks to have a more fluid feel. i have a 34 dd chest as reference. i plan to wear this in spring,Jackets
1,I ordered this to go over a dress. i wanted the jacket short  to not cover the waist of the dress. on sale  i think it is a great bargain. the sleeves are long on me  but i rolled them  which i thought was intended since they are lined. the medium fit me. i am usually an 8 in tops. the ivory color is almost a pure white.,Jackets
1,"I have been needing a rain coat and saw this one on sale  so decided to try it on. i do wish it was more ""fitted""  but it is pretty cute. the embroidered detail is nice. too bad the xs petite is sold out. i have no idea if it will hold to the rain though...",Jackets
1,I love the look and design of this piece but the fit is awkward. the m gapes open and is much boxier than it looks on the model but the s is too tight in the elbows. i think i might have to return it :(,Jackets
1,I recently purchased this vest and unlike other reviews  i found it to be tts. with that being said  i am typically a medium in retailer tops or 8/10. i have broad shoulders (5'9  145lbs). i purchased the medium and it fit perfect through the shoulders. it is meant to be flowy and gives some volume in a good way. if that's the look you are going for this is the top for you. had i gone down a size  i would not have been able to hook the top. i am going to be wearing this with blue jeans and white s,Jackets
1,"Yes  like the photo suggests  this piece has a lot of the features of a jacket. but  i bought it to also wear as a dress. let me explain...    fyi: 36c  broad shoulders/back  high waist  dress/top size 10 (without buttons  etc.) or 12 (fitted at the bust and waist)  bottom size 6 (upside down triangle)  5'2""    i bought the small in this piece  because it is big enough to wear as a light jacket while also being fitted enough to wear as a dress. on the inside of the piece  there are strings that",Jackets
1,"I love this jacket. i'm 6' tall  160lbs  30"" waist and a 34d. i normally go for an 8/medium and i bought a medium. i love it! slightly cropped  barely snug fit but i can still snap it closed. totally warm enough for california fall/winter. i like that the sleeves don't have sherpa in them... make it easier to layer! i bought the ""silver"" corduroy and it's less white than the photos  but it still fits the bill perfectly. love that it's machine washable  too. it also has pockets!",Jackets
-1,These are way oversized! i have several pairs of pilcro jeans and these run way too large. wasted money on shipping. won't do that again:(,Jeans
-1,I originally got these in a 29 petite and thought they fit great right out of the bag (i'm usually a 6/8).. and within an hour of wearing them (to retailer  actually)  the knees had gotten so baggy that they looked absolutely ridiculous; i've never had jeans do this. the salesperson at retailer agreed that they seemed very odd. i exchanged for a 28p at her suggestion  and i just hate them. i'd say the smaller size seems every so slightly small  but nothing major - but the waist actually folds over a,Jeans
-1,I have quite a few pairs of retailer pants and jeans. my favorites are the cords i got last year  similar to these  so when i saw this fun pair  i had to have them. i ordered both the 32 and the 33 to try on.    they are even more beautiful in person than online. and they are so  so small. it wasn't like they were a tad snug--i couldn't even get the button across to meet the buttonhole. on the 33.    i've never had a problem fitting into retailer pants before. this was an extra-depressing first time,Jeans
-1,These were perfect in the legs  nice and stretchy  but problematic in the waist. i'm generally a 31/size 12  but i had to squeeze to get them to close. they've already gone back. if you have a tinier waist they'd probably be fine.,Jeans
-1,Long-time ag jeans fan. lately though  i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans  i would've ordered them. i found the same thing with the steve capris i ordered (same review there).  so back both pairs went.   it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.,Jeans
-1,I had such high hopes  but they are just slightly off. they run a tad large  so i suggest sizing down. (i usually wear a 28 or 29  and the 28 fit nicely through the hips and thighs.)  unfortunately  the color is off- i thought they were going to be a dark midnight blue  but they are actually gray. and they have a button-fly closure which causes the pants to protrude a bit in the area where no woman wants protrusion. i will be returning them.,Jeans
-1,Waist is tight and thighs and legs are not. -not flattering- ankle opening is too small  and they have a funny smell.,Jeans
-1,The design of these ankles pants is very cool and the rise is perfect. however  the fabric  despite 2% spandex  has absolutely no give from the knee down. the extensive stitching probably contributes to the lack of stretch. while i was able to pull them on (size 27 for 110 lb/5.4')  i could not bend my legs at the knee comfortably. with longer wear  i think they would cut off the circulation.  please post if these stretch for you enough with wear and become softer.,Jeans
-1,These look nothing like the picture! they are super high-waisted & longer than they look in this picture. i felt as if i was wearing a pair of jeans from the 90's that just fit terribly. i thought they were going to be a pair of cropped wide legs & they are far from it. the color was also much lighter than shown in picture. super unflattering & just not for me. they're going back...,Jeans
0,"Cute in concept  so large in reality. i am 5'3""  size 24 in jeans. i was swimming in these. i mean the seat is huge and the length of the rise is super long. don't even try if you are a little person. long and lean  yes  would probably look great on you.",Jeans
0,These jeans fit perfectly. however  the distress at the knee was a bit too distressed for my taste. i would recommend these jeans for a younger demographic.,Jeans
0,I still have mixed feelings about this pants. the fabric is nice  soft and flows well. the fit is good  i ordered 30  could have gone with 29  not a big deal. the one thing that is off is the length - i am 5.7 and these come right to above my ankle...nowhere close to how they sit on the model. the issue with this length is that is neither here nor there  too short for regular pant length and too long for crops. i will probably have to hem them a bit  which is a disappointment when you pay so muc,Jeans
0,"The tag on the jeans said ""won't stretch out""  and i've already returned one pair to size down when they stretched out by the end of the first wear. ive been wearing the smaller size for a week  and it's stretching out as well. the crotch ends up dropping two or 3 inches and i keep having to hike the pants up in public  after just a week of owning them. i love paige jeans  and the cut and color of these are amazing. i'm going to have to size down one last time just to get them to stay up  i hope",Jeans
0,These run small. i normally wear 28 on ag stevie's and paige jeans so i ordered these in 28 and they were very tight. otherwise very well made and super cute but i had to return them.,Jeans
0,Soft  stretch denim  70's fun vibe . i so wanted to keep this   but for me the sizing was off. i ordered a size 27  my usual denim jeans size . the waist down fit perfectly but i couldn't zip the top portion. i fear that even if i order one size up which i believe would still be ok for the bottom half ; i still won't have enough room from my rib cage to the top of the bib section. i had  a 3 inch gap  in that area  . for full disclosure   i am a  size 36b  with broad shoulders and  a broad back,Jeans
0,These are absolutely beautiful pants. soft and wearable right away  but the other reviewer is right. if you are average or short  these will be way too long. they won't even look like cropped pants  just regular wide leg jeans. i am keeping them b/c i love the look and i will also have them altered to be shorter. it's disappointing that these were designed for the statuesque instead of the other 90% of us  especially considering the amazingly high price for a pair of jeans. so... i guess i am di,Jeans
0,"The fit is definitely more ""straight-leg "" and not skinny  as the photos seem to imply. at 4'11"" and 95 lbs  the size 25 fit my waist and butt wonderfully  and the length was great  but the jean lost shape at the knee. i would recommend these jeans if you are not seeking a skinny fit!",Jeans
0,Absolutely love these pants! i have had these pilcos for about two months now and it has been a staple in my fall wardrobe. i have worn them at least once a week. the only downfall is the button has already fallen off and the seam in the knee has recently torn apart. given the leather  i'm not sure if they can be fixed. these are fabulous  but the quality is just not there. very disappointing.,Jeans
1,"I am 5'6""  130lbs  size 27  short-legged  and these jeans fit perfectly. i've learned that pilcro's serif fit is my go to  and these did not disappoint. not only are they a flattering fit  they are the ideal medium blue denim  and they aren't covered in excessive whiskering  which seems to plague most jeans.",Jeans
1,The fit is incredible! the print is very subtle  but makes them a little bit edgy and easy to pair with many things i already have in my closet.,Jeans
1,"I absolutely love the fit and look of these jeans. i am 5'4"" and they fit perfectly. but oh my....the smell! it's like burnt chemicals. i don't know if it's just this pair  or a problem with this dye in general. any one find any solution to this? doesnt seem to go away with washing. may have to return these jeans if i can't get rid of the smell. :(",Jeans
1,I just received these jeans. love them. i usually wear a 29- i ordered a 30 and they fit great. they are too long- will need to be hemmed. but the fit is great. the material is soft. lovely. great buy.,Jeans
1,These are a lovely neutral to slightly warm grey pair of jeans from a great line. i wore my usual size without issues.,Jeans
1,"These jeans really look very nice on. they are 99% cotton and 1% elastaine. if you want the look that you see on this model  order one size up. i am 5'9""/136 lbs. bought both 27 and 28. decided to keep the 28. mainly because the lower part of the leg was fitting too tight in the 27  looked more like a skinny jean but bunched up at the knee -- they are tapered. (i also own a pair of 100% cotton levi's wedgie in foot hills in size 27 which fit a bit different than these -- the foot hills definitel",Jeans
1,These tight cords are perfect for fall.,Jeans
1,I tried it on and it fit like a glove. it was a little strange having a different fabric on the back  but it worked and i am keeping it.,Jeans
1,I always love the arielle jeans. every color seems to be slightly different in the fit  but they are always slim enough in the leg and thigh to be stylish without being too restricting. to echo the other reviews  the pockets are a little low on these compared to other arielle cut jeans that i already own. i have a fairly straight  athletic shaped body and went with my 'larger' size to wear them as more of a boyfriend fit. the fabric is a very soft and forgiving denim and the dark color can be dr,Jeans
-1,So unflattering! really disappointed. made me look 6 month pregnant and i'm a petite size 2.,Knits
-1,I am a pretty curvy girl and thought the m/l was gigantic. i returned and was afraid to exchange for the smaller size thinking it would pbly be very large as well. it was not flattering because it was so boxy.,Knits
-1,After seeing this on anthto's facebook page i was so excited to order. i ended up going to a store and trying on. i couldn't believe it was the same shirts when i first saw it. i thought this ran quite big. and the shape was odd. lots of material in the middle. i am a mom of 3 young kids and didn't want people to think #4 was on the way.,Knits
-1,Even on sale  this was just too pricey for what it is  which is a glorified tank. i liked the straps  but it hangs very wide off your chest.,Knits
-1,It was very pretty but it ran very big   sadly i had to return it.,Knits
-1,I loved the shirt until i washed it! awful fabric quality. cheaply made.,Knits
-1,Ugh  i was so disappointed with this shirt. i was so excited when i saw it online and thought it would be a perfect summer shirt with the light colors and the flower print. unfortunately it falls flat and i understand now why they don't have a straight on photo of the shirt  its very plain and lays very unflatteringly. it's definitely missing something in the front. i typically wear a small to an extra small and i ordered this in an extra small and would have needed an xxs if i hadn't returned i,Knits
-1,I loke the idea of this jacket but it was executed poorly. it makes me look like a football player! i am 5'8 135/athletic build and i was swimming in the m. i tried a small on in store and it still looked like i was wearing shoulder pads. it hangs and gaps awkwardly. the sleeves are freakishly long and the overall length was too short.,Knits
-1,This top completely fell short for me. i was so excited for it to arrive yesterday and upon opening the package i knew immediately that it was not what i was expecting. in the images online there seam up the middle of the shirt isn't even noticeable but in person it is very prominent...and not in a good way. the peplum is a lot fuller then pictured as well. did not work well with my large bust (34d). returned.,Knits
0,"I loved the pattern  color and mock turtleneck style of this top  but it was just too short on me. i purchased the xs in the ivory color (i am 5'5""  32d  110 lbs for reference). i had planned to layer this under jackets for work  but every time i raised my arms  you could see my stomach. i would not have felt comfortable wearing it to work because of this. the fit was slightly boxy also  and it was not flattering when i tucked it into a skirt because the boxy shape caused the shirt to bunch up s",Knits
0,It feels soft and like a good quality. however it really does run large and long. i was looking for a loose tank but this one was almost a tunic on my short height and even with a cardigan to give it a shape didn't work out. i also thought it would shrink in the dryer but it didn't. also wrinkles easily.,Knits
0,I like the pattern and material on this top but the bubble hem isn't flattering on my figure. i would recommend this top if you are tiny and petite.,Knits
0,Really wanted to love this  especially with the lacing and long length for this off-the-shoulder top. when the top arrived  the lacing was stiff and length of the straps were long so that the bottom of the lace didn't completely cover my black strapless bra (and i felt it sat a bit too low down my chest). thought about taking in the straps but then the area around the armpits would be uncomfortable. i did love the length of the top though. wish this top was a keeper  but going to have to return.,Knits
0,The collar on this sweater is too stiff for my taste. the color and fabric is really nice. just wish the collar was different.,Knits
0,I was excited to try this on in the store today. the zipper details on the shoulder are really cute and the ribbing pattern is flattering. i was disappointed when i put it on though because it fits like a baby-doll / pregnancy top. it's snug around the bust  and then flares out pretty widely through the lower half. you can't really see that on the model. i was hoping it was more of a fitted tee  but sadly  that wasn't the case.,Knits
0,I loved this top when i saw it online  and i still love the idea of it. unfortunately  the execution of the design fell short. i'm 5'4 w/ a long lean torso. i ordered my usual small  and the arms on the shirt were so long! b/c of the way the sides of the top cut up and my 34 d chest  i don't think a petite would work for me. such a cute top  but it just won't work for me.,Knits
0,This is the perfect peplum. it floats a bit but doesn't stick out and is super flattering. that's why i kept mine even though the front seams were like an inch off  and the peplum pleat is crooked. geeze retailer. this is why i can't justify buying much of anything unless it's on sale. quality in recent years has gone wayyyy downhill.,Knits
0,"First of all  this top runs big. i'm 5'5"" 120 and there was still plenty of room to spare in an extra small. this is a cute top but i returned it because it was too stiff and boxy for me. the fabric is thicker than your average tee  and there's not much give  so it may not hang well on all body types. i might revisit it if it goes on sale because i like the design with the small details at the sides but this was an easy pass for me at the regular price.",Knits
1,The lace front is more detailed than i expected  but in a good way. the sleeves are softer on the outside  but the inside is not too scratchy as others have said  in my opinion. it is comfy but i feel that the lace part is fragile and i will need to be mindful of where i'm sitting when wearing it. not a deal breaker though...,Knits
1,This is a great shirt  fits perfect and super comfortable but you feel stylish and pretty,Knits
1,I didn't look close enough when i ordered and failed to see that this was a peplum top.  it did not do my post-pregnancy body any favors.  but the collar area detail is quite nice and this would look great on the right body.,Knits
1,I ordered a size xl. it ran small  especially compared to other retailer xl tops. the quality of the material was great as was the embroidery. i wish it fit because i definitely would have kept it. very pretty tee.,Knits
1,I bought this shirt in every color. i look sexy and the best part is how comfortable it is. it is very versatile. i wear it at networking semi formal events/ dinners/ going out with friends  and everywhere. i feel awesome with it.,Knits
1,Love the style and cut of this top  but fabric is quite thin. tts if not a tad on the small side. i'm small busted so my usual medium was fine. undecided if i'm keeping this top or not.,Knits
1,This top is fabulous! so comfy and the lace at the top is just right. it does run a little big but drapes so well it looks fine...i got the plum but tempted to get the ivory   especially at the sale price! a steal...,Knits
1,I purchased this on one of retailer's 40% off sales  and got it for a great price. if you're looking for a pretty  comfortable t-shirt that's a little beyond the basic  this fits the bill. unfortunately the neckline was just a tad wide for me in the xs. i felt like it might show a peek of my bra  and when i adjusted it higher  the soft  stretchy material showed bra lines underneath. that issue  and the fact that the shirt is on the flowy side made it less-than-flattering for my small frame  but i,Knits
1,"Like others  i think this is just lovely on so many levels. however...  ____________  pros:  - great color  will match with many things.  - great design at the sleeves and overall.  - the ""v-neck"" part isn't too low.  - fabric is pretty comfortable and breathable for the most part.  _____________  cons:  - it is boxy/wide. for my height and weight  the medium fit well  but i noticed it made my torso look shorter. plus  i'm a 36c (not huge  but to retailer's standards  i've had issues with things b",Knits
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
1,This is one of the softest shirts ever! i agree with another reviewer about the shirt not worth the original price but once this shirt hit the sale item  totally worth it.,Layering
1,Like the look of this tank  ran a bit larger than expected at the neck but overall happy with the purchase,Layering
1,"I love this dress. i'm 5'8"" and it fits me exactly like the model in the picture. i have slim hips and waist  so that helps. i don't think this would be as flattering on someone curvy. i wish it came in another color i like  i would absolutely buy in another color. i got a medium and it fits like a glove.",Layering
1,This is one of those pieces of clothing that is destined to become a wardrobe staple. the fabric is soft and generous. . the chiffon trim gives it swing and style. i just ordered another one because i know it is going to be a long time favorite..,Layering
1,"I'm 5'5"" 127lbs. ordered size small. not sheer. bodysuit snaps. great to wear with skirts and wide leg pants!!",Layering
1,Actually you would think just another tshirt but actually with the wide straps it changes it up enough to really be cute.  i like the look it adds.  i really want to get more colors.   i normally wear everything from retailer in small   and even though this fit it was small for a small.  i will keep it but i think i will buy others in medium.,Layering
1,I have bought 4 of these  but after 1st wash on 2 of them and they were in a lingere bag  there are little holes on the front of each  now they are bum around shirts. if they go on sale i will purchase  but the material needs to be better.,Layering
1,I bought the black one on an extra 40% off sale and i just love it! not thrilled about the other colors  but i might order another one just because i like it so much. super soft and comfy. i had to order a size up since the mediums were all sold out  but i like the way it fits. not too big at all.,Layering
1,Great soft basic. low scoop neck makes this tank flirty while the thicker strap keeps it modest. i absolutely love this top  easily dress up and down!,Layering
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
1,I am wearing these as i type this. they are unbelievably cozy. would wear them as loungewear if it weren't for the fact that they also look so so cute and i want to wear them out. so soft and a really good fit. higher than my other leggings so i don't have to pull them up ever. but also just really fashionable looking. love!!! one of my favorite retailer purchases ever.,Legwear
1,I really liked these leggings  so comfy! they are so soft and the waistband is thick(about an inch wide). i am a size 10 in pants  i got a size m. i have a 33 inch inseam and these came down to my ankles. these leggings have textured stripes at the calf and hip.,Legwear
1,These are just perfect  exactly as pictured if not nicer. very soft and comfy with a big sweater on for winter months.,Legwear
1,These are the perfect leggings. they're so soft  and they don't stretch and droop throughout a day of wearing them. i ordered the grey and moss  and they have different textures  which is fun.,Legwear
1,Great pair of black pants  a step up from basic leggings. nice weight and a little ribbed detail on the sides. would recommend.,Legwear
1,Great with leggings.perfect with cold weather. hard to find if you have large calves .retailer is only place i could find leg warmers to fit. they are nice and thick and warm. and true to color.,Legwear
1,These are fabulous leggings for cold days. i am a teacher who has to do crossing guard duty in the mornings and finally i have something stylish that also keeps me warm! love them and i highly recommend. only con is that they are about 1/2 of an inch shorter than i would like.,Legwear
1,These socks feel amazing-i have them in both colors.  you would be surprised at the softness of these socks  yet they are slightly thicker than normal dress socks. i have weird toenails that tend to pierce through the tops of socks so a thicker sock is something that is very attractive to me. i feel like these would last a long time  with the bonus of making my feet feel like they are at the spa-these socks are soft?  these socks do not stay on my thigh so i have to use a garter and wear them li,Legwear
1,36dd  10/12 in tops  12/14 in bottoms  bought size m/l very cute pattern on the grey leggings  and the fleece lining is warm. they are thick too  so even stretched they are not see through. i would say 14 would be as large as these bottoms would fit as they are snug  but fine for wearing under skirts and dresses.,Legwear
-1,Fabric felt and looked cheap.  hem was completely frayed  all the way around  perhaps purposely  but ratty looking  all the same.,Lounge
-1,White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,Lounge
-1,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,Lounge
-1,These pants looked worn  washed & old looking when i received them! the quality is super thin cotton as if it's been washed a million times & is about to fall apart! the workmanship is terrible. you can see loose stitching all over. the top portion is too tight & looks terrible stretched out. i liked absolutely nothing about this pants except the idea of them from the picture online...,Lounge
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
-1,I thought this dress would be a cute beach cover up so i was excited to order it but i was very disappointed. i am 5'7 and i usually wear a size small top and 4 dress so i ordered a small in this dress but it was huge!! i understand that it is not meant to be form fitting and i wasn't expecting it to be but when i tried this on i felt like i was wearing a potato sack. i feel like an extra small would have been just as bad. i was so upset. it also has thin silver lines through it which  for me  m,Lounge
-1,I purchased this in the yellow xs. it is very comfortable  but extremely see-through. you'd have to wear a slip or something underneath it  but i'm not sure what would work based on the style  and even if i wore a strapless bra it was still see-through. unfortunately i had to return it.,Lounge
-1,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
0,Beautiful color and softness  very warm  but the front is way too much material. it just wasn't flattering the way i wanted it to be. perhaps on a taller woman this would work.,Lounge
0,These leggings were way longer and darker then appeared on model.   they also were see through or beige color when stretched across hip.  especially for the high cost  there are much better althleisure leggings on the market.,Lounge
0,I was hopeful my size l would fit after another pair of leggings from antrho in this order was too small. these went on easier and i was feeling good until i reached the lower abdomen and everything came to a screeching halt. i'm not sure they are too small  rather  i believe  they are styled to be low-rise. not sure why anyone would want that in a legging  but i'm new to this athletic-wear trend. regardless  i won't be wearing these!,Lounge
0,The one i tried on had something wrong with the pockets... one was regular height t eh other was so low  i could barely put my hand in it. however  the jumpsuit itself is really pretty and soft. color is nice  but hard ot pull off on pale skin like me.  i tried on the xs  but that was big. i would need xxs p if it was made in that size  so i let it go... (looked nice with pinched fabric in the back.    for reference i am 115 lbs  30 dd< 26.5 in waist.,Lounge
0,I loved the design of these pants  and got them to go with the matching jacket. the problem with them is there isn't enough stretch to keep them up. i found that thru out the day i was pulling them up  as they would slide down. the pant fabric should have had more stretch or they should have put stronger elastic at the waist.,Lounge
0,I was really disappointed when this arrived and i discovered that it's basically see-through.  it's well constructed  it's just a really thin material.,Lounge
0,I practically live in lounge pants  and i like the unique style of this wide-leg version. i'm generally a 6/28 in pants and ordered the small which fit well  if a bit big. the overall fit is great - slim at the hip with a nice wide waistband  and flatteringly-placed dropped pockets. the pants really slim my hips and provide a nice silhouette with the wide legs. the fabric is soft and flows and i did not experience any sheerness. as for color - i would call these a deep cool brown  definitely not,Lounge
